"URL","primary query","secondary queries","page type","cannibalization notes"
"/","Locale Redirect","","root-redirect","Low overlap risk"
"/_not-found","404: This page could not be found.","","404","Low overlap risk"
"/de/privacy","browser side file processing privacy policy","opentoolskit privacy policy; local pdf processing privacy; pdf tools privacy; OpenToolsKit","trust-page","Low overlap risk"
"/de/tools","pdf tool directory","pdf tools list; online pdf tools without upload; browser pdf toolkit; OpenToolsKit","tools-directory","Low overlap risk"
"/de/tools/add-attachments","anhÃ¤nge hinzufÃ¼gen","embed files pdf; multiple attachments pdf; any format pdf; pdf anhÃ¤nge","tool-page","Low overlap risk"
"/de/tools/add-blank-page","add blank page","insert position pdf; page size pdf; multiple pages pdf; insert page","tool-page","Low overlap risk"
"/de/tools/add-stamps","stempel hinzufÃ¼gen","image stamps pdf; preset stamps pdf; custom position pdf; pdf stempel","tool-page","Low overlap risk"
"/de/tools/add-watermark","add watermark to pdf","watermark pdf in browser; add text watermark pdf; add image watermark pdf; pdf wasserzeichen","tool-page","Low overlap risk"
"/de/tools/alternate-merge","wechselweise zusammenfÃ¼gen","alternate pages pdf; preserve bookmarks pdf; custom order pdf; alternate merge","tool-page","Low overlap risk"
"/de/tools/background-color","hintergrundfarbe Ã¤ndern","custom color pdf; all pages pdf; selected pages pdf; pdf hintergrundfarbe","tool-page","Low overlap risk"
"/de/tools/bmp-to-pdf","bmp to pdf","multiple images pdf; page size pdf; compression pdf; convert bmp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/bookmark","lesezeichen bearbeiten","add bookmarks pdf; edit bookmarks pdf; import bookmarks pdf; pdf lesezeichen","tool-page","Low overlap risk"
"/de/tools/category/convert-from-pdf","convert pdf to other formats","pdf to image browser; pdf to docx browser; pdf export tools; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/category/convert-to-pdf","convert files to pdf browser","image to pdf browser; text to pdf online private; office to pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/category/edit-annotate","edit pdf online browser","annotate pdf in browser; sign and watermark pdf; fill pdf forms online without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/category/optimize-repair","optimize pdf file","compress pdf in browser; repair pdf file; reduce pdf size without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/category/organize-manage","organize pdf pages","merge split reorder pdf; extract pdf pages; manage pdf pages; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/category/secure-pdf","secure pdf files","encrypt pdf browser; remove pdf metadata; redact pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/cbz-to-pdf","cbz zu pdf","comic archive pdf; image extraction pdf; page order pdf; comic zu pdf","tool-page","Low overlap risk"
"/de/tools/change-permissions","change permissions","print permission pdf; copy permission pdf; edit permission pdf; pdf permissions","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/combine-single-page","combine to single page","continuous scroll pdf; stitch pages pdf; custom spacing pdf; combine pages","tool-page","Low overlap risk"
"/de/tools/compare-pdfs","pdfs vergleichen","side by side pdf; highlight differences pdf; overlay mode pdf; pdf vergleichen","tool-page","Low overlap risk"
"/de/tools/compress-pdf","compress pdf file","reduce pdf size; pdf too large for upload; shrink pdf in browser; pdf komprimieren","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/crop-pdf","pdf zuschneiden","trim margins pdf; custom crop pdf; all pages pdf; pdf rÃ¤nder entfernen","tool-page","Low overlap risk"
"/de/tools/decrypt-pdf","decrypt pdf","remove password from pdf; unlock pdf in browser; open protected pdf; pdf passwort entfernen","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/delete-pages","delete pdf pages","remove pages from pdf; delete pages from pdf online; trim pdf pages; pdf seiten lÃ¶schen","tool-page","Low overlap risk"
"/de/tools/deskew-pdf","pdf begradigen","auto straighten pdf; scanned documents pdf; angle detection pdf; pdf gerade machen","tool-page","Low overlap risk"
"/de/tools/digital-sign-pdf","digitally sign pdf","certificate sign pdf; x509 pdf signature; sign pdf with certificate; digitale signatur pdf","tool-page","Low overlap risk"
"/de/tools/divide-pages","seiten unterteilen","horizontal split pdf; vertical split pdf; custom divisions pdf; pdf seiten teilen","tool-page","Low overlap risk"
"/de/tools/djvu-to-pdf","djvu zu pdf","preserve formatting pdf; dpi setting pdf; quality setting pdf; djvu konvertieren","tool-page","Low overlap risk"
"/de/tools/edit-attachments","edit attachments","view attachments pdf; remove attachments pdf; rename attachments pdf; manage pdf files","tool-page","Low overlap risk"
"/de/tools/edit-metadata","metadaten bearbeiten","edit title pdf; edit author pdf; edit subject pdf; pdf metadaten Ã¤ndern","tool-page","Low overlap risk"
"/de/tools/edit-pdf","edit pdf in browser","annotate pdf online; add notes to pdf; mark up pdf locally; pdf bearbeiten","tool-page","Low overlap risk"
"/de/tools/email-to-pdf","e-mail zu pdf","inline images pdf; attachments pdf; cc bcc pdf; email zu pdf","tool-page","Low overlap risk"
"/de/tools/encrypt-pdf","encrypt pdf","password protect pdf; secure pdf with password; pdf encryption browser; pdf passwort schutz","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/epub-to-pdf","epub to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert epub","tool-page","Low overlap risk"
"/de/tools/extract-attachments","anhÃ¤nge extrahieren","extract all pdf; zip output pdf; batch extract pdf; pdf dateien extrahieren","tool-page","Low overlap risk"
"/de/tools/extract-images","extract images from pdf","extract all images pdf; filter small pdf; download zip pdf; extract pdf images","tool-page","Low overlap risk"
"/de/tools/extract-pages","extract pages from pdf","save selected pdf pages; extract pdf pages into new file; pull pages from pdf; pdf seiten extrahieren","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/extract-tables","tabellen aus pdf extrahieren","json export pdf; markdown export pdf; csv export pdf; tabellen extrahieren","tool-page","Low overlap risk"
"/de/tools/fb2-to-pdf","fb2 zu pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; fb2 konvertieren","tool-page","Low overlap risk"
"/de/tools/find-and-redact","redact pdf","remove sensitive text from pdf; pdf redaction tool; find and redact pdf; find and redact","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/fix-page-size","seitengrÃ¶ÃŸe vereinheitlichen","standardize size pdf; custom size pdf; preserve content pdf; pdf seitengrÃ¶ÃŸe anpassen","tool-page","Low overlap risk"
"/de/tools/flatten-pdf","flatten pdf","flatten forms pdf; flatten annotations pdf; non editable pdf; flatten forms","tool-page","Low overlap risk"
"/de/tools/font-to-outline","schrift zu kontur","convert fonts pdf; vector paths pdf; compatibility pdf; kontur schriften","tool-page","Low overlap risk"
"/de/tools/form-creator","formular-ersteller","text fields pdf; checkboxes pdf; dropdowns pdf; pdf formular erstellen","tool-page","Low overlap risk"
"/de/tools/form-filler","fill pdf form online","fill pdf form in browser; complete pdf form without printing; type into pdf form; pdf formular ausfÃ¼llen","tool-page","Low overlap risk"
"/de/tools/grid-combine","rasterkombination pdf","combine multiple files pdf; grid layout pdf; custom spacing pdf; raster kombinieren","tool-page","Low overlap risk"
"/de/tools/header-footer","kopf- &amp; fuÃŸzeile","custom text pdf; page numbers pdf; date pdf; pdf kopfzeile","tool-page","Low overlap risk"
"/de/tools/heic-to-pdf","heic in pdf","iphone photos pdf; multiple images pdf; page size pdf; iphone foto konvertieren","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/image-to-pdf","image to pdf","convert images to pdf; photo to pdf browser; multiple images to pdf; bild in pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/invert-colors","farben invertieren","dark mode pdf; invert all pdf; preserve images pdf; pdf farben invertieren","tool-page","Low overlap risk"
"/de/tools/jpg-to-pdf","jpg to pdf","convert jpg to pdf; images to pdf; photo to pdf in browser; jpg in pdf","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/json-to-pdf","json in pdf","formatted output pdf; syntax highlighting pdf; page size pdf; json visualisieren","tool-page","Low overlap risk"
"/de/tools/linearize-pdf","pdf fÃ¼r web optimieren","fast web view pdf; optimize streaming pdf; batch process pdf; pdf linearisieren","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/markdown-to-pdf","markdown zu pdf","commonmark pdf; gfm pdf; code highlighting pdf; md zu pdf","tool-page","Low overlap risk"
"/de/tools/merge-pdf","merge pdf files","combine pdf files; join pdf documents; merge pdf in browser; pdf zusammenfÃ¼gen","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/mobi-to-pdf","mobi to pdf","preserve formatting pdf; preserve images pdf; chapter structure pdf; convert mobi","tool-page","Low overlap risk"
"/de/tools/n-up-pdf","n-up (mehrere seiten pro blatt)","2 up pdf; 4 up pdf; 6 up pdf; n-up pdf","tool-page","Low overlap risk"
"/de/tools/ocg-manager","pdf layer manager (ocg)","view layers pdf; toggle layers pdf; add layers pdf; pdf layers","tool-page","Low overlap risk"
"/de/tools/ocr-pdf","ocr pdf","searchable pdf from scan; extract text from scanned pdf; recognize text in pdf; pdf ocr","tool-page","Low overlap risk"
"/de/tools/organize-pdf","organize pdf pages","reorder pdf pages; delete pdf pages; arrange pdf pages; pdf organisieren","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/page-dimensions","page dimensions","analyze size pdf; orientation pdf; units conversion pdf; pdf page size","tool-page","Low overlap risk"
"/de/tools/page-numbers","seitenzahlen hinzufÃ¼gen","custom position pdf; custom format pdf; start number pdf; pdf seitenzahlen","tool-page","Low overlap risk"
"/de/tools/pdf-booklet","pdf-broschÃ¼ren-ersteller","booklet layout pdf; saddle stitch pdf; grid modes pdf; pdf broschÃ¼re","tool-page","Low overlap risk"
"/de/tools/pdf-multi-tool","pdf multi tool","all in one pdf tool; pdf editor and organizer; browser pdf workspace; pdf editor deutsch","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/pdf-reader","pdf reader","page navigation pdf; zoom pdf; rotate pdf; pdf viewer","tool-page","Low overlap risk"
"/de/tools/pdf-to-bmp","pdf in bmp","all pages pdf; selected pages pdf; dpi setting pdf; bitmap konverter","tool-page","Low overlap risk"
"/de/tools/pdf-to-docx","pdf to docx","convert pdf to word; pdf to editable document; pdf to docx browser; pdf in word","tool-page","Low overlap risk"
"/de/tools/pdf-to-excel","pdf to excel","extract pdf table to excel; convert pdf tables to xlsx; pdf spreadsheet export; pdf in excel","tool-page","Low overlap risk"
"/de/tools/pdf-to-greyscale","pdf in graustufen","convert colors pdf; preserve text pdf; all pages pdf; pdf graustufen","tool-page","Low overlap risk"
"/de/tools/pdf-to-jpg","pdf to jpg","convert pdf to image; extract pdf pages as jpg; pdf page to jpg; pdf in jpg","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/pdf-to-json","pdf in json","extract text pdf; extract metadata pdf; structured output pdf; datenextraktion pdf","tool-page","Low overlap risk"
"/de/tools/pdf-to-markdown","pdf to markdown","extract text pdf; preserve headings pdf; detect lists pdf; convert pdf to md","tool-page","Low overlap risk"
"/de/tools/pdf-to-pdfa","pdf zu pdf/a","pdfa 1b pdf; pdfa 2b pdf; pdfa 3b pdf; pdf zu pdfa","tool-page","Low overlap risk"
"/de/tools/pdf-to-png","pdf to png","convert pdf to png; save pdf page as png; pdf page to transparent image; pdf in png","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/pdf-to-pptx","pdf in powerpoint","preserve layout pdf; editable slides pdf; high quality images pdf; pdf in pptx","tool-page","Low overlap risk"
"/de/tools/pdf-to-svg","pdf to svg","vector output pdf; scalable quality pdf; page preview pdf; convert pdf to svg","tool-page","Low overlap risk"
"/de/tools/pdf-to-tiff","pdf in tiff","all pages pdf; multi page tiff pdf; dpi setting pdf; profidruck tiff","tool-page","Low overlap risk"
"/de/tools/pdf-to-webp","pdf in webp","all pages pdf; selected pages pdf; quality setting pdf; modernes bildformat","tool-page","Low overlap risk"
"/de/tools/pdf-to-zip","pdfs to zip","package pdfs pdf; compression pdf; batch process pdf; pdf to zip","tool-page","Low overlap risk"
"/de/tools/png-to-pdf","png in pdf","multiple images pdf; transparency pdf; page size pdf; png umwandeln","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/posterize-pdf","posterize pdf","split large page pdf; custom grid pdf; overlap setting pdf; tile pdf","tool-page","Low overlap risk"
"/de/tools/psd-to-pdf","psd to pdf","multiple files pdf; psd layers pdf; page size pdf; convert psd","tool-page","Low overlap risk"
"/de/tools/rasterize-pdf","pdf rastern","dpi control pdf; png jpeg webp pdf pdf; page range pdf; pdf zu bild","tool-page","Low overlap risk"
"/de/tools/remove-annotations","anmerkungen entfernen","remove comments pdf; remove highlights pdf; remove links pdf; pdf anmerkungen lÃ¶schen","tool-page","Low overlap risk"
"/de/tools/remove-blank-pages","leerseiten entfernen","auto detect pdf; threshold setting pdf; preview pdf; pdf leerseiten lÃ¶schen","tool-page","Low overlap risk"
"/de/tools/remove-metadata","remove pdf metadata","clean pdf metadata; strip document metadata; pdf privacy cleanup; strip metadata","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/remove-restrictions","remove restrictions","remove password pdf; remove security pdf; unlock pdf pdf; remove pdf restrictions","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/repair-pdf","repair pdf file","fix broken pdf; corrupt pdf repair; pdf wont open fix; pdf reparieren","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/reverse-pages","seitenreihenfolge umkehren","reverse order pdf; batch process pdf; pdf umkehren; seiten spiegeln","tool-page","Low overlap risk"
"/de/tools/rotate-custom","eigener drehwinkel","custom angle pdf; selected pages pdf; preview pdf; pdf drehen winkel","tool-page","Low overlap risk"
"/de/tools/rotate-pdf","rotate pdf","90 degree pdf; 180 degree pdf; 270 degree pdf; turn pdf pages","tool-page","Low overlap risk"
"/de/tools/sanitize-pdf","sanitize pdf","remove metadata pdf; remove annotations pdf; remove scripts pdf; clean pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/sign-pdf","sign pdf in browser","add signature to pdf; draw signature on pdf; pdf signature tool; pdf unterschreiben","tool-page","Low overlap risk"
"/de/tools/split-pdf","split pdf pages","extract pages from pdf; separate pdf pages; split pdf in browser; pdf teilen","tool-page","Maintain comparison links and monitor sibling intent overlap."
"/de/tools/svg-to-pdf","svg in pdf","vector quality pdf; multiple files pdf; page size pdf; vektorgrafik zu pdf","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/table-of-contents","inhaltsverzeichnis erstellen","generate toc pdf; from bookmarks pdf; custom style pdf; pdf inhaltsverzeichnis","tool-page","Low overlap risk"
"/de/tools/text-color","textfarbe Ã¤ndern","change text color pdf; all text pdf; selected text pdf; pdf textfarbe Ã¤ndern","tool-page","Low overlap risk"
"/de/tools/tiff-to-pdf","tiff to pdf","multi page tiff pdf; high quality pdf; page size pdf; convert tiff","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/txt-to-pdf","text in pdf","font selection pdf; page size pdf; margins pdf; txt in pdf","tool-page","Low overlap risk"
"/de/tools/validate-signature","signatur validieren","verify signatures pdf; certificate info pdf; integrity check pdf; pdf signatur validieren","tool-page","Low overlap risk"
"/de/tools/view-metadata","view metadata","view properties pdf; view author pdf; view dates pdf; pdf metadata","tool-page","Low overlap risk"
"/de/tools/webp-to-pdf","webp in pdf","multiple images pdf; page size pdf; quality pdf; google bildformat konvertieren","tool-page","Expand unique query-first copy and dedicated SEO override."
"/de/tools/xps-to-pdf","xps to pdf","preserve layout pdf; high fidelity pdf; vector graphics pdf; convert xps","tool-page","Low overlap risk"
"/de/workflow","pdf workflow builder","browser pdf workflow; repeat pdf tasks; client side pdf workflow; OpenToolsKit","workflow","Low overlap risk"
"/en","browser pdf tools","private pdf tools; local pdf tools; pdf tools without upload; OpenToolsKit","homepage","Low overlap risk"
"/en/about","about opentoolskit","opentoolskit agpl; browser side file tools; private utility platform; OpenToolsKit","trust-page","Low overlap risk"
"/en/contact","opentoolskit support","opentoolskit github; opentoolskit source code; agpl source availability; OpenToolsKit","trust-page","Low overlap risk"
"/en/faq","opentoolskit faq","browser pdf tools faq; pdf privacy faq; local pdf processing questions; OpenToolsKit","trust-page","Low overlap risk"
"/en/privacy","browser side file processing privacy policy","opentoolskit privacy policy; local pdf processing privacy; pdf tools privacy; OpenToolsKit","trust-page","Low overlap risk"
"/en/tools","pdf tool directory","pdf tools list; online pdf tools without upload; browser pdf toolkit; OpenToolsKit","tools-directory","Low overlap risk"
"/en/tools/add-attachments","add attachments","embed files pdf; multiple attachments pdf; any format pdf; pdf attachments","tool-page","Low overlap risk"
"/en/tools/add-blank-page","add blank page","insert position pdf; page size pdf; multiple pages pdf; insert page","tool-page","Low overlap risk"
"/en/tools/add-stamps","add stamps","image stamps pdf; preset stamps pdf; custom position pdf; pdf stamps","tool-page","Low overlap risk"
"/en/tools/add-watermark","add watermark to pdf","watermark pdf in browser; add text watermark pdf; add image watermark pdf; add watermark","tool-page","Low overlap risk"
"/en/tools/alternate-merge","alternate merge","alternate pages pdf; preserve bookmarks pdf; custom order pdf; interleave pdf","tool-page","Low overlap risk"
"/en/tools/background-color","background color","custom color pdf; all pages pdf; selected pages pdf; pdf background color","tool-page","Low overlap risk"
"/en/tools/bmp-to-pdf","bmp to pdf","multiple images pdf; page size pdf; compression pdf; convert bmp","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/bookmark","edit bookmarks","add bookmarks pdf; edit bookmarks pdf; import bookmarks pdf; pdf bookmarks","tool-page","Low overlap risk"
"/en/tools/category/convert-from-pdf","convert pdf to other formats","pdf to image browser; pdf to docx browser; pdf export tools; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/category/convert-to-pdf","convert files to pdf browser","image to pdf browser; text to pdf online private; office to pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/category/edit-annotate","edit pdf online browser","annotate pdf in browser; sign and watermark pdf; fill pdf forms online without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/category/optimize-repair","optimize pdf file","compress pdf in browser; repair pdf file; reduce pdf size without upload; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/category/organize-manage","organize pdf pages","merge split reorder pdf; extract pdf pages; manage pdf pages; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/category/secure-pdf","secure pdf files","encrypt pdf browser; remove pdf metadata; redact pdf browser; OpenToolsKit","category-hub","Maintain comparison links and monitor sibling intent overlap."
"/en/tools/cbz-to-pdf","cbz to pdf","comic archive pdf; image extraction pdf; page order pdf; comic to pdf","tool-page","Low overlap risk"
"/en/tools/change-permissions","change permissions","print permission pdf; copy permission pdf; edit permission pdf; pdf permissions","tool-page","Expand unique query-first copy and dedicated SEO override."
"/en/tools/combine-single-page","combine to single page","continuous scroll pdf; stitch pages pdf; custom spacing pdf; combine pages","tool-page","Low overlap risk"
